t_s,gear,rpm,speed_kmh,throttle_pct,load_pct,coolant_c,oil_c,fuel_pct,baro_kpa,voltage_v,timing_deg
234.371,0,1252.5,13.0,13.7,9.4,,,,,13.6,6.5
234.586,0,1016.5,13.0,13.3,,91.0,71.0,45.1,,,
234.755,0,812.0,14.0,12.2,,,,,100.0,13.6,18.0
234.902,0,847.0,14.0,12.5,20.8,90.0,71.0,,,,
235.041,0,847.0,14.0,12.5,,,,45.1,100.0,13.7,
235.179,0,874.5,14.0,12.5,21.2,89.0,,,,,28.5
235.385,0,891.5,14.0,12.5,,,71.0,45.1,100.0,,
235.561,0,907.5,14.0,12.5,22.0,,,,,13.7,30.0
235.763,0,908.5,14.0,12.5,,89.0,71.0,45.1,,,
236.020,0,907.5,15.0,12.5,,,,,100.0,13.7,30.0
236.291,0,916.5,15.0,12.5,21.6,89.0,71.0,,,,
236.483,2,930.0,15.0,12.5,,,,45.1,100.0,13.7,
236.759,2,936.0,15.0,12.5,20.8,89.0,,,,,26.0
237.023,2,965.5,16.0,12.5,,,71.0,45.1,100.0,,
237.227,2,981.0,16.0,12.5,19.6,,,,,13.7,25.5
237.433,2,997.0,16.0,12.9,,89.0,71.0,45.1,,,
237.601,2,1037.0,17.0,12.9,,,,,100.0,13.7,27.5
237.791,2,1026.0,16.0,12.9,19.6,89.0,71.0,,,,
237.971,2,1026.0,16.0,12.9,,,,45.1,100.0,13.7,
238.240,2,1026.5,17.0,12.9,20.0,89.0,,,,,36.0
238.442,2,1052.0,17.0,12.9,,,71.0,45.1,100.0,,
238.633,2,1060.0,17.0,12.9,20.0,,,,,13.7,36.0
238.816,2,1056.5,17.0,12.9,,89.0,71.0,45.1,,,
238.995,2,1072.0,18.0,12.9,,,,,100.0,13.7,36.0
239.307,2,1091.5,18.0,12.9,19.2,89.0,71.0,,,,
239.504,2,987.0,18.0,12.2,,,,45.1,100.0,13.6,
239.701,2,789.0,18.0,12.5,12.9,89.0,,,,,11.0
239.841,2,724.5,18.0,12.9,,,71.0,45.1,100.0,,
240.094,0,720.5,18.0,12.2,16.5,,,,,13.6,7.5
240.299,0,687.0,18.0,12.2,,89.0,71.0,45.1,,,
240.501,0,703.0,17.0,12.9,,,,,100.0,13.6,10.5
240.705,0,688.5,17.0,11.8,14.9,89.0,71.0,,,,
240.843,0,710.5,17.0,12.2,,,,45.1,100.0,13.7,
241.038,0,686.5,17.0,11.8,15.3,89.0,,,,,4.5
241.182,0,682.5,16.0,12.2,,,71.0,45.1,100.0,,
241.358,0,694.0,16.0,12.2,17.3,,,,,13.7,5.0
241.483,0,694.0,16.0,12.5,,89.0,71.0,45.1,,,
241.683,0,691.0,15.0,11.8,,,,,100.0,13.6,6.0
241.878,0,683.5,15.0,12.2,17.3,89.0,71.0,,,,
242.012,0,667.0,15.0,12.2,,,,45.1,100.0,13.7,
242.151,0,665.0,14.0,12.2,16.1,89.0,,,,,5.0
242.351,0,683.5,14.0,11.8,,,71.0,45.1,100.0,,
242.501,0,702.5,13.0,11.8,15.3,,,,,13.7,6.5
242.661,0,702.5,13.0,12.2,,89.0,71.0,45.1,,,
242.918,0,690.0,13.0,12.2,,,,,100.0,13.7,4.5
243.068,0,693.0,12.0,12.5,18.0,89.0,71.0,,,,
243.308,0,683.0,12.0,12.2,,,,45.1,100.0,13.7,
243.511,0,693.0,11.0,12.2,16.5,89.0,,,,,3.5
243.716,0,679.0,11.0,12.2,,,71.0,45.1,100.0,,
243.888,0,698.5,10.0,12.2,16.5,,,,,13.6,4.5
244.086,0,690.0,9.0,12.2,,90.0,71.0,45.1,,,
244.321,0,702.5,9.0,11.8,,,,,100.0,13.6,3.5
244.542,0,702.5,8.0,12.5,17.3,90.0,71.0,,,,
244.811,0,679.5,7.0,12.5,,,,45.1,100.0,13.6,
245.016,0,650.5,6.0,12.9,18.0,90.0,,,,,6.5
245.239,0,715.5,5.0,11.4,,,71.0,45.1,100.0,,
245.383,0,688.0,5.0,11.8,14.5,,,,,13.7,3.5
245.702,0,694.5,4.0,12.2,,90.0,71.0,45.1,,,
245.971,0,665.0,2.0,12.5,,,,,100.0,13.7,6.5
246.178,0,693.0,2.0,12.2,17.6,90.0,71.0,,,,
246.533,0,696.0,1.0,11.8,,,,45.1,100.0,13.6,
246.806,0,687.0,0.0,12.2,15.7,91.0,,,,,6.0
246.958,0,698.0,0.0,11.8,,,71.0,45.1,100.0,,
247.236,0,683.0,0.0,12.2,16.5,,,,,13.6,3.5
247.536,0,670.0,0.0,12.2,,91.0,71.0,45.1,,,
247.747,0,698.5,0.0,12.2,,,,,100.0,13.7,5.0
247.957,0,684.5,0.0,12.2,15.7,91.0,71.0,,,,
248.201,0,688.5,0.0,11.8,,,,45.1,100.0,13.7,
248.416,0,690.0,0.0,11.8,15.3,92.0,,,,,4.5
248.700,0,678.0,0.0,12.2,,,71.0,45.1,100.0,,
248.961,0,680.5,0.0,12.5,16.9,,,,,13.7,6.5
249.225,0,692.0,0.0,11.8,,92.0,71.0,45.1,,,
249.376,0,636.0,0.0,29.8,,,,,100.0,13.5,18.0
249.549,0,803.0,0.0,12.9,32.9,92.0,71.0,,,,
249.692,0,803.0,0.0,13.7,,,,45.1,100.0,13.7,
249.857,0,1127.5,0.0,16.1,20.8,92.0,,,,,4.5
250.067,0,1176.5,1.0,15.3,,,71.0,45.1,100.0,,
250.399,0,1174.0,2.0,15.3,21.6,,,,,13.7,5.0
250.683,0,1168.0,3.0,14.9,,93.0,71.0,45.1,,,
250.927,0,1163.0,4.0,14.9,,,,,100.0,13.7,9.0
251.211,0,1130.0,5.0,14.9,23.1,93.0,71.0,,,,
251.368,0,1110.5,6.0,14.9,,,,45.1,100.0,13.7,
251.589,0,1081.0,7.0,14.5,25.5,94.0,,,,,9.0
251.779,0,959.5,8.0,14.1,,,72.0,45.1,100.0,,
251.961,0,892.0,8.0,10.2,14.1,,,,,13.5,-10.0
252.199,0,842.0,8.0,10.2,,94.0,71.0,45.1,,,
252.429,0,764.0,8.0,11.8,,,,,100.0,13.7,1.5
252.633,0,742.0,8.0,12.2,14.1,94.0,71.0,,,,
252.772,0,692.0,8.0,12.2,,,,45.1,100.0,13.8,
252.941,0,692.0,8.0,12.2,16.1,94.0,,,,,4.5
253.250,0,690.5,8.0,12.2,,,71.0,45.1,100.0,,
253.452,0,657.0,7.0,12.2,17.3,,,,,13.8,6.0
253.533,0,692.5,7.0,12.2,,95.0,71.0,45.1,,,
253.544,0,692.5,7.0,12.2,,,,,100.0,13.8,3.5
253.583,0,692.5,7.0,12.2,16.1,95.0,71.0,,,,
253.594,0,692.5,7.0,12.2,,,,45.1,100.0,13.8,
253.633,0,692.5,7.0,12.2,16.5,95.0,,,,,3.5
253.644,0,692.5,7.0,12.2,,,71.0,45.1,100.0,,
253.847,0,692.5,7.0,12.2,15.7,,,,,13.8,3.5
254.051,0,683.5,6.0,12.2,,95.0,71.0,45.1,,,
254.226,0,691.5,6.0,12.2,,,,,100.0,13.7,2.0
254.484,0,677.5,5.0,12.2,15.7,95.0,71.0,,,,
254.723,0,693.0,4.0,22.7,,,,45.1,100.0,13.7,
254.971,0,1075.5,3.0,12.9,20.0,95.0,,,,,-6.0
255.134,0,1293.5,3.0,15.7,,,71.0,45.1,100.0,,
255.358,0,1293.5,2.0,16.1,20.4,,,,,13.7,6.5
255.566,0,1523.0,1.0,16.9,,95.0,71.0,45.1,,,
255.736,0,1502.5,1.0,16.9,,,,,100.0,13.7,9.5
255.911,0,1398.0,1.0,16.9,27.1,95.0,71.0,,,,
256.147,0,1398.0,1.0,16.9,,,,45.1,100.0,13.7,
256.388,0,1312.5,1.0,16.9,29.4,95.0,,,,,14.0
256.637,0,1285.0,1.0,16.9,,,72.0,45.1,100.0,,
256.851,0,1234.0,1.0,16.9,31.4,,,,,13.7,10.5
257.116,0,1271.0,1.0,16.5,,95.0,72.0,45.1,,,
257.371,0,1197.5,2.0,15.7,,,,,100.0,13.7,11.0
257.571,0,1304.5,2.0,14.9,23.1,95.0,72.0,,,,
257.702,0,1304.5,1.0,15.7,,,,45.1,100.0,13.7,
257.891,0,1336.5,1.0,15.7,23.9,95.0,,,,,10.5
258.077,0,1307.0,1.0,15.7,,,72.0,45.1,100.0,,
258.301,0,1295.5,1.0,15.7,27.1,,,,,13.7,14.0
258.586,0,1263.5,1.0,15.7,,96.0,72.0,45.1,,,
258.826,0,1229.0,2.0,15.7,,,,,100.0,13.6,12.0
259.021,0,1188.0,2.0,15.7,28.6,96.0,72.0,,,,
259.161,0,1169.5,3.0,15.3,,,,45.1,100.0,13.7,
259.362,0,1147.5,3.0,15.3,30.2,96.0,,,,,12.0
259.566,0,1145.0,3.0,15.3,,,72.0,45.1,100.0,,
259.811,0,1095.0,4.0,13.3,23.9,,,,,13.7,11.0
260.157,0,888.5,4.0,13.7,,96.0,72.0,45.1,,,
260.341,0,916.5,4.0,12.5,,,,,100.0,13.6,-13.5
260.501,0,916.5,4.0,10.2,12.5,96.0,72.0,,,,
260.683,0,849.0,4.0,10.2,,,,45.1,100.0,13.6,
260.916,0,811.0,4.0,11.8,12.5,97.0,,,,,-5.5
261.158,0,722.0,3.0,12.2,,,71.0,45.1,100.0,,
261.347,0,675.5,3.0,12.2,16.9,,,,,13.7,3.5
261.576,0,682.0,2.0,12.2,,97.0,71.0,45.1,,,
261.797,0,673.5,2.0,12.2,,,,,100.0,13.7,6.0
262.007,0,672.0,2.0,12.2,16.5,97.0,71.0,,,,
262.236,0,675.5,2.0,12.2,,,,45.1,100.0,13.6,
262.439,0,690.5,1.0,12.2,17.3,97.0,,,,,2.0
262.706,0,657.0,1.0,12.2,,,71.0,45.1,100.0,,
262.909,0,680.5,1.0,12.2,16.1,,,,,13.7,2.0
263.182,0,678.0,1.0,12.2,,97.0,71.0,45.1,,,
263.351,0,657.0,0.0,12.2,,,,,100.0,13.6,3.5
263.616,0,680.0,0.0,12.2,16.5,97.0,71.0,,,,
263.782,0,672.0,0.0,12.2,,,,45.1,100.0,13.6,
264.033,0,670.0,0.0,12.2,16.9,98.0,,,,,3.5
264.337,0,664.0,0.0,12.5,,,71.0,45.1,100.0,,
264.593,0,659.5,0.0,12.2,16.1,,,,,13.7,6.0
264.796,0,694.5,0.0,23.1,,98.0,71.0,45.1,,,
264.999,0,705.5,0.0,14.9,,,,,100.0,13.5,-7.0
265.204,0,803.0,0.0,13.7,22.7,98.0,72.0,,,,
265.469,0,847.0,0.0,12.5,,,,45.1,100.0,13.7,
265.742,0,812.0,0.0,10.2,12.9,98.0,,,,,-5.5
265.999,0,702.0,0.0,12.2,,,72.0,45.1,100.0,,
266.251,0,657.0,0.0,12.2,19.2,,,,,13.7,3.0
266.503,0,701.0,0.0,12.2,,98.0,72.0,45.1,,,
266.807,0,687.5,0.0,12.2,,,,,100.0,13.6,0.5
266.971,0,694.5,0.0,12.2,16.9,99.0,72.0,,,,
267.151,0,655.5,0.0,12.2,,,,45.1,100.0,13.7,
267.353,0,564.5,0.0,11.0,0.0,99.0,,,,,-7.5
267.647,0,335.0,0.0,17.6,,,72.0,45.1,100.0,,
267.857,0,0.0,0.0,21.2,0.0,,,,,12.6,-7.5
268.111,0,0.0,0.0,11.8,,99.0,72.0,45.1,,,
268.318,0,0.0,0.0,11.8,,,,,100.0,12.6,-7.5
268.516,0,0.0,0.0,11.8,0.0,99.0,72.0,,,,
268.717,0,0.0,0.0,11.8,,,,45.1,100.0,12.6,
268.916,0,0.0,0.0,11.8,0.0,99.0,,,,,-7.5
269.119,0,0.0,0.0,11.8,,,72.0,45.1,100.0,,
269.301,0,0.0,0.0,11.8,0.0,,,,,12.5,-7.5
269.536,0,0.0,0.0,11.8,,99.0,72.0,45.1,,,
269.711,0,0.0,0.0,11.8,,,,,100.0,12.5,-7.5
269.888,0,0.0,0.0,11.8,0.0,99.0,72.0,,,,
270.158,0,0.0,0.0,11.8,,,,45.1,100.0,12.5,
270.361,0,0.0,0.0,11.8,0.0,99.0,,,,,-7.5
270.566,0,0.0,0.0,11.8,,,72.0,45.1,100.0,,
270.767,0,0.0,0.0,11.8,0.0,,,,,12.5,-7.5
270.971,0,0.0,0.0,11.8,,99.0,71.0,45.1,,,
271.158,0,0.0,0.0,11.8,,,,,100.0,12.4,-7.5
271.359,0,0.0,0.0,11.8,0.0,99.0,71.0,,,,
